tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
3544.00;488238458#0_0;32.36;11.21;811.00;0.00;-488440845#0_0;5.10;0.00;tripinfo_811;2733.00;811;0;1775.97;0.84;0.00;2622.41;DEFAULT_VEHTYPE;;19;2400.00
3548.00;-488238462_0;83.54;12.46;367.00;4.00;488453907#3_0;5.10;0.00;tripinfo_363;3181.00;363;0;3095.44;0.90;0.00;2991.63;DEFAULT_VEHTYPE;;15;2729.00
3550.00;-488429013#1_0;9.83;9.46;919.00;0.00;1103437305#0_0;5.10;0.00;tripinfo_919;2631.00;919;0;833.60;0.97;0.00;2576.63;DEFAULT_VEHTYPE;;22;2408.00
3553.00;488440840#2_0;51.00;12.86;799.00;0.00;193847184#2_0;5.10;0.00;tripinfo_799;2754.00;799;0;2332.24;0.93;0.00;2630.28;DEFAULT_VEHTYPE;;19;2383.00
3556.00;374433111#8_0;0.20;17.89;942.00;0.00;488429010#1_0;5.10;0.00;tripinfo_942;2614.00;942;0;1233.01;0.83;0.00;2519.86;DEFAULT_VEHTYPE;;19;2272.00
3560.00;1330843193#5_0;87.43;4.88;974.00;0.00;-488233001#3_0;5.10;0.00;tripinfo_974;2586.00;974;0;506.04;1.18;0.00;2559.35;DEFAULT_VEHTYPE;;23;2386.00
3562.00;488440842#5_0;53.64;11.27;619.00;0.00;-1211506466#5_0;0.20;0.00;tripinfo_619;2943.00;619;0;1710.36;0.90;0.00;2829.56;DEFAULT_VEHTYPE;;20;2605.00
3563.00;488232985#3_0;0.20;4.95;756.00;0.00;-489205468#0_0;5.10;0.00;tripinfo_756;2807.00;756;0;1852.33;0.93;0.00;2698.37;DEFAULT_VEHTYPE;;16;2453.00
3565.00;488426771#1_0;180.26;14.21;855.00;0.00;488432663_0;5.10;0.00;tripinfo_855;2710.00;855;0;2400.40;1.03;0.00;2543.91;DEFAULT_VEHTYPE;;16;2329.00
3569.00;-488232987#1_0;249.51;14.47;763.00;0.00;1192789782_0;5.10;0.00;tripinfo_763;2806.00;763;0;1813.37;1.05;0.00;2700.33;DEFAULT_VEHTYPE;;16;2467.00
3569.00;488429013#0_0;77.62;12.22;922.00;0.00;-488235612#14_0;5.10;0.00;tripinfo_922;2647.00;922;0;1155.46;0.89;0.00;2565.27;DEFAULT_VEHTYPE;;15;2460.00
3573.00;-488232988#3_0;153.15;11.95;813.00;0.00;501076685#0_0;5.10;0.00;tripinfo_813;2760.00;813;0;1814.91;0.87;0.00;2644.35;DEFAULT_VEHTYPE;;20;2449.00
3575.00;-488440849#0_0;19.11;11.93;817.00;0.00;-1268087983#1_0;5.10;0.00;tripinfo_817;2758.00;817;0;2281.08;1.05;0.00;2619.35;DEFAULT_VEHTYPE;;21;2443.00
3576.00;488439369#1_0;29.52;12.38;285.00;0.00;-488432666_0;5.10;0.00;tripinfo_285;3291.00;285;0;1754.34;1.04;0.00;3164.20;DEFAULT_VEHTYPE;;21;2992.00
3577.00;-488232997#3_0;47.38;5.79;680.00;0.00;488453906#1_0;5.10;0.00;tripinfo_680;2897.00;680;0;1527.08;1.02;0.00;2821.10;DEFAULT_VEHTYPE;;20;2542.00
3577.00;1330843193#5_0;87.43;8.17;944.00;0.00;1105575583#0_0;5.10;0.00;tripinfo_944;2633.00;944;0;1709.10;1.11;0.00;2554.30;DEFAULT_VEHTYPE;;19;2249.00
3581.00;1330843193#3_0;55.28;6.10;906.00;0.00;193847185#7_0;1.13;0.00;tripinfo_906;2675.00;906;0;1848.23;1.04;0.00;2590.37;DEFAULT_VEHTYPE;;16;2343.00
3584.00;-488233001#0_0;44.63;12.16;796.00;0.00;489205470#1_0;5.10;0.00;tripinfo_796;2788.00;796;0;2350.14;0.89;0.00;2642.07;DEFAULT_VEHTYPE;;24;2335.00
3594.00;488238448#0_0;112.47;11.70;629.00;0.00;-488451885#5_0;5.10;0.00;tripinfo_629;2965.00;629;0;1996.83;0.90;0.00;2838.87;DEFAULT_VEHTYPE;;22;2562.00
3606.00;-717045286#1_0;27.38;10.80;375.00;0.00;1267082445_0;5.10;0.00;tripinfo_375;3231.00;375;0;2224.53;0.81;0.00;3069.59;DEFAULT_VEHTYPE;;30;2765.00
3607.00;488453906#5_0;2.71;12.27;41.00;0.00;374433100#9_0;5.10;0.00;tripinfo_41;3566.00;41;0;5531.59;0.96;0.00;3273.64;DEFAULT_VEHTYPE;;19;3090.00
3607.00;488232996#3_0;34.46;11.05;971.00;0.00;-488453907#1_0;5.10;0.00;tripinfo_971;2636.00;971;0;2380.48;0.85;0.00;2488.68;DEFAULT_VEHTYPE;;17;2230.00
3610.00;488232983#5_0;1.34;9.60;226.00;0.00;-488432655#3_0;5.10;0.00;tripinfo_226;3384.00;226;0;1609.58;1.24;0.00;3311.90;DEFAULT_VEHTYPE;;17;3176.00
3611.00;1122578272_0;30.94;12.80;615.00;0.00;-1211507703_0;5.10;0.00;tripinfo_615;2996.00;615;0;1694.44;1.00;0.00;2853.40;DEFAULT_VEHTYPE;;18;2676.00
3616.00;717497184_0;43.27;14.61;670.00;0.00;489205476#0_0;5.10;0.00;tripinfo_670;2946.00;670;0;2583.55;1.07;0.00;2805.78;DEFAULT_VEHTYPE;;26;2480.00
3620.00;-374433111#8_0;0.20;21.50;637.00;0.00;-1211507701#1_0;5.10;0.00;tripinfo_637;2983.00;637;0;1648.07;0.99;0.00;2855.67;DEFAULT_VEHTYPE;;15;2741.00
3623.00;-488440840#0_0;85.25;12.76;529.00;0.00;-1211507701#0_0;5.10;0.00;tripinfo_529;3094.00;529;0;1755.79;0.99;0.00;2990.41;DEFAULT_VEHTYPE;;15;2877.00
3629.00;488439369#0_0;194.73;13.49;556.00;0.00;193847185#7_0;1.13;0.00;tripinfo_556;3073.00;556;0;2110.25;1.00;0.00;2960.99;DEFAULT_VEHTYPE;;21;2672.00
3641.00;488235612#5_0;167.99;12.96;789.00;0.00;-488451879#0_0;5.10;0.00;tripinfo_789;2852.00;789;0;946.00;1.00;0.00;2747.49;DEFAULT_VEHTYPE;;12;2674.00
3641.00;-1106761240#0_0;94.59;12.69;899.00;0.00;488432651#2_0;5.10;0.00;tripinfo_899;2742.00;899;0;1901.97;0.94;0.00;2626.34;DEFAULT_VEHTYPE;;14;2520.00
3642.00;-1245516596#0_0;20.88;8.24;869.00;0.00;488238462_0;5.10;0.00;tripinfo_869;2773.00;869;0;1595.74;1.01;0.00;2676.18;DEFAULT_VEHTYPE;;29;2383.00
3652.00;488440845#2_0;36.78;12.24;389.00;0.00;-488432668_0;5.10;0.00;tripinfo_389;3263.00;389;0;1736.75;0.93;0.00;3131.06;DEFAULT_VEHTYPE;;16;3013.00
3653.00;374433111#9_0;141.77;20.11;810.00;0.00;-488238462_0;5.10;0.00;tripinfo_810;2843.00;810;0;1845.79;0.91;0.00;2722.04;DEFAULT_VEHTYPE;;32;2418.00
3656.00;1132773660#2_0;78.80;15.17;624.00;0.00;488451891#1_0;5.10;0.00;tripinfo_624;3032.00;624;0;1465.76;1.10;0.00;2956.01;DEFAULT_VEHTYPE;;22;2695.00
3668.00;488232988#4_0;259.11;13.01;895.00;0.00;-488432653_0;5.10;0.00;tripinfo_895;2773.00;895;0;2194.89;1.02;0.00;2649.02;DEFAULT_VEHTYPE;;19;2378.00
3676.00;-488235612#3_0;0.20;11.29;201.00;0.00;488432662_0;5.10;0.00;tripinfo_201;3475.00;201;0;939.15;0.87;0.00;3375.82;DEFAULT_VEHTYPE;;14;3248.00
3695.00;488424638#2_0;101.78;12.67;932.00;0.00;-488439384_0;5.10;0.00;tripinfo_932;2763.00;932;0;1421.29;0.92;0.00;2381.05;DEFAULT_VEHTYPE;;10;2312.00
3700.00;488232985#1_0;0.20;11.40;636.00;0.00;488432660#3_0;5.10;0.00;tripinfo_636;3064.00;636;0;1087.76;1.02;0.00;2982.89;DEFAULT_VEHTYPE;;17;2832.00
3705.00;-1268087981#2_0;45.31;12.94;339.00;0.00;-488232999#1_0;5.10;0.00;tripinfo_339;3366.00;339;0;2100.43;1.17;0.00;3057.89;DEFAULT_VEHTYPE;;17;2938.00
3706.00;-488235612#4_0;179.89;6.33;860.00;0.00;374433100#8_0;1.75;0.00;tripinfo_860;2846.00;860;0;922.77;0.92;0.00;2770.45;DEFAULT_VEHTYPE;;11;2659.00
3711.00;758628413#1_0;256.62;15.15;761.00;0.00;-717045285#2_0;5.10;0.00;tripinfo_761;2950.00;761;0;1689.16;1.13;0.00;2849.31;DEFAULT_VEHTYPE;;34;2567.00
3713.00;488235612#11_0;30.97;13.74;353.00;0.00;488232988#6_0;5.10;0.00;tripinfo_353;3360.00;353;0;1926.15;1.03;0.00;3253.69;DEFAULT_VEHTYPE;;17;3096.00
3717.00;-1211507697_0;125.35;13.73;571.00;0.00;-1248753215_0;5.10;0.00;tripinfo_571;3146.00;571;0;1917.54;1.03;0.00;3025.76;DEFAULT_VEHTYPE;;22;2852.00
3720.00;488235612#4_0;178.64;13.75;182.00;0.00;-488432660#11_0;5.10;0.00;tripinfo_182;3538.00;182;0;1314.72;1.03;0.00;3445.47;DEFAULT_VEHTYPE;;19;3296.00
3723.00;-1211507697_0;125.35;11.56;516.00;0.00;-488232999#1_0;5.10;0.00;tripinfo_516;3207.00;516;0;2037.55;0.91;0.00;3075.68;DEFAULT_VEHTYPE;;24;2868.00
3724.00;1211507701#1_0;24.90;12.64;409.00;0.00;717045285#1_0;5.10;0.00;tripinfo_409;3315.00;409;0;1910.72;0.99;0.00;3049.56;DEFAULT_VEHTYPE;;17;2946.00
3724.00;1268087981#0_0;4.89;8.83;517.00;0.00;488426772#0_0;5.10;0.00;tripinfo_517;3207.00;517;0;1863.81;0.92;0.00;2893.20;DEFAULT_VEHTYPE;;13;2795.00
3729.00;1268087981#0_0;4.89;7.50;649.00;0.00;488232988#2_0;5.10;0.00;tripinfo_649;3080.00;649;0;1728.37;0.81;0.00;2958.35;DEFAULT_VEHTYPE;;21;2763.00
3729.00;-488232987#4_0;50.06;13.17;794.00;1.00;1268087984_0;5.10;0.00;tripinfo_793;2935.00;793;0;1366.13;0.97;0.00;2841.25;DEFAULT_VEHTYPE;;12;2688.00
3733.00;-488232987#0_0;196.45;14.55;501.00;1.00;-488235612#18_0;5.10;0.00;tripinfo_500;3232.00;500;0;1888.94;1.07;0.00;3123.11;DEFAULT_VEHTYPE;;14;3010.00
3741.00;-1268087984_0;31.71;11.42;433.00;0.00;-488232997#4_0;2.15;0.00;tripinfo_433;3308.00;433;0;1440.81;1.05;0.00;3091.65;DEFAULT_VEHTYPE;;14;3012.00
3741.00;-488238458#0_0;32.32;12.37;561.00;0.00;-488432664#1_0;0.20;0.00;tripinfo_561;3180.00;561;0;1551.33;0.95;0.00;3057.91;DEFAULT_VEHTYPE;;15;2944.00
3747.00;-1132773661_0;0.58;5.63;593.00;0.00;-390960646_0;5.10;0.00;tripinfo_593;3154.00;593;0;3352.77;1.06;0.00;2945.88;DEFAULT_VEHTYPE;;17;2771.00
3770.00;488232986#1_0;293.64;12.85;639.00;0.00;488235612#18_0;5.10;0.00;tripinfo_639;3131.00;639;0;2270.85;0.98;0.00;2995.65;DEFAULT_VEHTYPE;;13;2866.00
3785.00;488235612#18_0;23.60;8.48;691.00;0.00;-488232986#1_0;5.10;0.00;tripinfo_691;3094.00;691;0;2116.79;1.10;0.00;2978.11;DEFAULT_VEHTYPE;;24;2740.00
3786.00;488233001#3_0;43.56;13.81;718.00;0.00;-863350437#0_0;5.10;0.00;tripinfo_718;3068.00;718;0;1431.52;1.14;0.00;2983.91;DEFAULT_VEHTYPE;;14;2848.00
3792.00;-1268087981#1_0;130.16;13.98;780.00;0.00;488439371#2_0;5.10;0.00;tripinfo_780;3012.00;780;0;1545.94;1.07;0.00;2867.14;DEFAULT_VEHTYPE;;18;2715.00
3818.00;-1268087981#0_0;4.88;4.41;835.00;0.00;1330843193#0_0;5.10;0.00;tripinfo_835;2983.00;835;0;1902.65;0.76;0.00;2852.98;DEFAULT_VEHTYPE;;30;2575.00
3833.00;-488232989#3_0;52.29;13.79;857.00;203.00;-488429019#0_0;0.20;0.00;tripinfo_654;2976.00;654;0;2000.63;1.00;0.00;2852.98;DEFAULT_VEHTYPE;;16;2677.00
3882.00;488439367#1_0;0.61;12.62;746.00;0.00;-488452627#2_0;0.20;0.00;tripinfo_746;3136.00;746;0;1285.28;0.95;0.00;3065.17;DEFAULT_VEHTYPE;;20;2851.00
3894.00;1195565779#2_0;102.87;11.96;436.00;0.00;-488232987#0_0;5.10;0.00;tripinfo_436;3458.00;436;0;2340.27;0.88;0.00;3129.67;DEFAULT_VEHTYPE;;15;2985.00
3904.00;-488235612#16_0;25.18;13.56;313.00;12.00;488440849#1_0;5.10;0.00;tripinfo_ai_veh_300_4;3591.00;ai_veh_300_4;0;1921.28;1.03;0.00;3481.07;DEFAULT_VEHTYPE;;19;3329.00
3904.00;374433101#3_0;48.58;20.30;914.00;0.00;-1106761240#2_0;5.10;0.00;tripinfo_914;2990.00;914;0;2108.62;0.92;0.00;2870.54;DEFAULT_VEHTYPE;;15;2721.00
3921.00;-1195566240_0;29.04;12.77;863.00;0.00;488232987#3_0;5.10;0.00;tripinfo_863;3058.00;863;0;1295.47;0.99;0.00;2986.30;DEFAULT_VEHTYPE;;23;2740.00
3922.00;-488453906#8_0;30.70;12.17;980.00;0.00;-488432655#3_0;5.10;0.00;tripinfo_980;2942.00;980;0;1125.95;0.92;0.00;2851.62;DEFAULT_VEHTYPE;;16;2744.00
3929.00;-488232992#1_0;38.62;12.83;928.00;0.00;-488235612#13_0;5.10;0.00;tripinfo_928;3001.00;928;0;1917.01;0.95;0.00;2877.77;DEFAULT_VEHTYPE;;17;2692.00
3941.00;193847185#0_0;1685.52;26.34;699.00;169.00;379359178#0_0;5.10;0.00;tripinfo_530;3242.00;530;0;4930.81;1.21;0.00;3024.46;DEFAULT_VEHTYPE;;17;2833.00
3971.00;1195562864#0_0;29.38;13.28;957.00;0.00;1211506466#1_0;0.20;0.00;tripinfo_957;3014.00;957;0;926.90;1.03;0.00;2948.88;DEFAULT_VEHTYPE;;14;2852.00
3988.00;-489221518#2_0;33.34;13.20;839.00;0.00;501076684_0;5.10;0.00;tripinfo_839;3149.00;839;0;2397.83;1.15;0.00;2517.99;DEFAULT_VEHTYPE;;11;2398.00
3998.00;488451889#0_0;80.13;13.71;831.00;0.00;-489222062#0_0;5.10;0.00;tripinfo_831;3167.00;831;0;1223.16;1.00;0.00;3079.46;DEFAULT_VEHTYPE;;18;2970.00
4080.00;488235612#8_0;47.35;13.06;770.00;0.00;488444640#0_0;5.10;0.00;tripinfo_770;3310.00;770;0;2049.80;0.94;0.00;3185.12;DEFAULT_VEHTYPE;;26;2950.00
4080.00;-1195567119_0;75.09;13.58;965.00;0.00;489205461#3_0;5.10;0.00;tripinfo_965;3115.00;965;0;1957.79;1.05;0.00;3000.34;DEFAULT_VEHTYPE;;24;2705.00
4128.00;1103437305#2_0;124.36;11.91;425.00;0.00;488429009#1_0;5.10;0.00;tripinfo_425;3703.00;425;0;848.74;0.88;0.00;3644.48;DEFAULT_VEHTYPE;;21;3456.00
4148.00;488235612#17_0;22.49;13.35;881.00;0.00;-488426772#1_0;5.10;0.00;tripinfo_881;3267.00;881;0;2175.47;0.96;0.00;3121.63;DEFAULT_VEHTYPE;;30;2910.00
4157.00;-488453906#0_0;0.20;3.49;840.00;0.00;488432661_0;5.10;0.00;tripinfo_840;3317.00;840;0;905.12;1.00;0.00;3248.05;DEFAULT_VEHTYPE;;19;3128.00
4183.00;488424638#0_0;82.00;11.22;569.00;0.00;-488453906#4_0;5.10;0.00;tripinfo_569;3614.00;569;0;1445.92;0.86;0.00;3521.87;DEFAULT_VEHTYPE;;14;3425.00
4212.00;-488235612#14_0;98.74;13.56;788.00;0.00;-488232988#4_0;5.10;0.00;tripinfo_788;3424.00;788;0;2589.67;0.98;0.00;3260.30;DEFAULT_VEHTYPE;;32;2932.00
4213.00;1211506458#0_0;8.99;8.05;3187.00;2358.00;488232983#3_0;5.10;0.00;tripinfo_829;1026.00;829;0;1606.52;0.99;0.00;922.63;DEFAULT_VEHTYPE;;16;763.00
4241.00;488235612#15_0;44.95;10.28;948.00;0.00;-717045286#0_0;5.10;0.00;tripinfo_948;3293.00;948;0;2198.43;0.79;0.00;3131.19;DEFAULT_VEHTYPE;;31;2789.00
4242.00;488451889#2_0;31.69;11.25;657.00;0.00;488440840#2_0;5.10;0.00;tripinfo_657;3585.00;657;0;1049.44;1.03;0.00;3528.62;DEFAULT_VEHTYPE;;22;3295.00
4246.00;488429019#2_0;100.05;13.59;462.00;0.00;-488439372_0;5.10;0.00;tripinfo_462;3784.00;462;0;1801.98;1.01;0.00;3667.53;DEFAULT_VEHTYPE;;22;3514.00
4276.00;-1195562864#1_0;0.29;6.12;683.00;0.00;-488451886#3_0;5.10;0.00;tripinfo_683;3593.00;683;0;1224.34;0.97;0.00;3509.28;DEFAULT_VEHTYPE;;19;3382.00
4327.00;1106761240#2_0;40.80;12.39;631.00;0.00;-488432655#3_0;5.10;0.00;tripinfo_631;3696.00;631;0;1900.15;1.05;0.00;3569.60;DEFAULT_VEHTYPE;;19;3440.00
4512.00;-489222065_0;3.88;6.33;525.00;0.00;1122578272_0;5.10;0.00;tripinfo_525;3987.00;525;0;2166.54;1.02;0.00;3883.67;DEFAULT_VEHTYPE;;19;3704.00
4518.00;-488451889#1_0;120.34;11.26;254.00;0.00;-488429009#1_0;5.10;0.00;tripinfo_254;4264.00;254;0;1405.29;0.88;0.00;3880.87;DEFAULT_VEHTYPE;;29;3623.00
4519.00;-488453907#2_0;0.20;3.43;642.00;0.00;-488232986#4_0;5.10;0.00;tripinfo_642;3877.00;642;0;1738.23;1.10;0.00;3709.28;DEFAULT_VEHTYPE;;20;3516.00
4528.00;-489205477_0;125.78;14.52;969.00;0.00;757103003#4_0;0.20;0.00;tripinfo_969;3559.00;969;0;805.38;1.09;0.00;3505.27;DEFAULT_VEHTYPE;;15;3417.00
4551.00;488432659#1_0;40.82;13.75;1025.00;369.00;-374433106#1_0;0.20;0.00;tripinfo_656;3526.00;656;0;1267.45;1.10;0.00;3453.00;DEFAULT_VEHTYPE;;19;3317.00
4598.00;-1195571202#0_0;64.92;16.27;494.00;0.00;489205476#5_0;5.10;0.00;tripinfo_494;4104.00;494;0;2643.67;1.18;0.00;3983.96;DEFAULT_VEHTYPE;;17;3810.00
4606.00;488444641#0_0;43.31;13.80;4138.00;3461.00;-374433106#2_0;5.10;0.00;tripinfo_677;468.00;677;0;621.98;1.02;0.00;437.05;DEFAULT_VEHTYPE;;3;408.00
4610.00;489222059#0_0;76.66;13.39;113.00;0.00;-488232989#2_0;5.10;0.00;tripinfo_113;4497.00;113;0;2873.22;1.01;0.00;3989.92;DEFAULT_VEHTYPE;;23;3809.00
4621.00;488232987#5_0;0.20;11.20;540.00;0.00;-489221518#1_0;5.10;0.00;tripinfo_540;4081.00;540;0;1820.44;1.17;0.00;3922.52;DEFAULT_VEHTYPE;;19;3796.00
4623.00;-1106761240#0_0;94.59;14.68;692.00;0.00;-717045286#2_0;5.10;0.00;tripinfo_692;3931.00;692;0;1452.26;1.09;0.00;3855.57;DEFAULT_VEHTYPE;;32;3540.00
4645.00;488439376#0_0;109.28;11.54;604.00;0.00;488235612#5_0;5.10;0.00;tripinfo_604;4041.00;604;0;1892.45;0.90;0.00;3906.01;DEFAULT_VEHTYPE;;20;3729.00
4694.00;-489218279#1_0;44.08;12.47;444.00;0.00;-488238448#1_0;5.10;0.00;tripinfo_444;4250.00;444;0;2381.86;0.96;0.00;3646.27;DEFAULT_VEHTYPE;;18;3507.00
4694.00;-488232999#1_0;146.95;14.58;541.00;0.00;-488453906#9_0;5.10;0.00;tripinfo_541;4153.00;541;0;2274.44;1.12;0.00;4035.43;DEFAULT_VEHTYPE;;19;3875.00
4719.00;-488229186#1_0;398.58;14.96;493.00;1.00;-489218279#1_0;5.10;0.00;tripinfo_492;4226.00;492;0;3480.22;1.16;0.00;4059.32;DEFAULT_VEHTYPE;;18;3889.00
4776.00;-488432660#7_0;22.41;10.17;479.00;0.00;-374433111#2_0;0.20;0.00;tripinfo_479;4297.00;479;0;1995.95;0.94;0.00;4184.42;DEFAULT_VEHTYPE;;22;4012.00
4836.00;-757103003#0_0;268.10;12.38;983.00;0.00;488439367#0_0;5.10;0.00;tripinfo_983;3853.00;983;0;1328.84;0.90;0.00;3759.42;DEFAULT_VEHTYPE;;22;3594.00
4873.00;-488432653_0;37.85;12.03;652.00;0.00;-488235611_0;5.10;0.00;tripinfo_652;4221.00;652;0;5373.31;0.97;0.00;3990.51;DEFAULT_VEHTYPE;;23;3756.00
4884.00;488453908#3_0;54.99;17.00;483.00;0.00;488439372_0;5.10;0.00;tripinfo_483;4401.00;483;0;1918.59;0.99;0.00;4281.11;DEFAULT_VEHTYPE;;25;4095.00
4891.00;488429008#0_0;84.20;12.16;975.00;0.00;1245516596#0_0;5.10;0.00;tripinfo_975;3916.00;975;0;908.28;0.96;0.00;3861.51;DEFAULT_VEHTYPE;;16;3692.00
5087.00;488432655#0_0;20.31;11.32;506.00;0.00;-1226433842#0_0;5.10;0.00;tripinfo_506;4581.00;506;0;2051.43;1.01;0.00;4472.31;DEFAULT_VEHTYPE;;22;4275.00
5138.00;-757103003#2_0;58.20;14.47;192.00;0.00;-488232982#2_0;2.76;0.00;tripinfo_192;4946.00;192;0;1717.70;1.10;0.00;4872.58;DEFAULT_VEHTYPE;;26;4553.00
5146.00;193847185#3_0;2.99;24.62;383.00;0.00;-488232989#3_0;5.10;0.00;tripinfo_383;4763.00;383;0;2854.81;1.14;0.00;4404.49;DEFAULT_VEHTYPE;;24;4154.00
5149.00;374433100#2_2;96.55;27.25;878.00;0.00;-488432655#2_0;5.10;0.00;tripinfo_878;4271.00;878;0;2366.15;1.00;0.00;4127.63;DEFAULT_VEHTYPE;;18;4021.00
5169.00;-488232986#4_0;75.16;12.86;308.00;0.00;-488432659#1_0;5.10;0.00;tripinfo_308;4861.00;308;0;1655.59;0.99;0.00;4763.19;DEFAULT_VEHTYPE;;20;4653.00
5183.00;489221514#2_0;47.41;12.68;747.00;0.00;488232987#2_0;0.20;0.00;tripinfo_747;4436.00;747;0;2070.57;0.98;0.00;4327.03;DEFAULT_VEHTYPE;;24;4098.00
5230.00;488451880#7_0;0.41;6.30;812.00;0.00;488238449#1_0;5.10;0.00;tripinfo_812;4418.00;812;0;977.49;1.12;0.00;4372.40;DEFAULT_VEHTYPE;;29;4121.00
5245.00;489218279#2_0;149.69;10.06;998.00;0.00;-1211507695_0;5.10;0.00;tripinfo_998;4247.00;998;0;1592.90;0.73;0.00;4089.19;DEFAULT_VEHTYPE;;20;3965.00
5276.00;-488451881#0_0;108.50;14.05;303.00;0.00;488232989#1_0;5.10;0.00;tripinfo_303;4973.00;303;0;1494.80;1.04;0.00;4882.72;DEFAULT_VEHTYPE;;38;4611.00
5319.00;-488432651#2_0;75.09;13.88;552.00;0.00;374433100#1_0;5.10;0.00;tripinfo_552;4767.00;552;0;1806.72;1.02;0.00;4676.52;DEFAULT_VEHTYPE;;20;4488.00
5333.00;1211507695_0;41.26;13.05;526.00;0.00;488232988#3_0;5.10;0.00;tripinfo_526;4807.00;526;0;2258.25;0.99;0.00;4546.76;DEFAULT_VEHTYPE;;23;4324.00
5365.00;-757103003#0_0;268.10;14.74;490.00;0.00;489205474#1_0;5.10;0.00;tripinfo_490;4875.00;490;0;934.05;1.08;0.00;4811.19;DEFAULT_VEHTYPE;;22;4665.00
5427.00;-488453906#6_0;43.11;13.16;768.00;56.00;488432660#2_0;0.20;0.00;tripinfo_712;4659.00;712;0;1238.58;1.01;0.00;4566.38;DEFAULT_VEHTYPE;;23;4437.00
5502.00;-1211506464#1_0;37.57;13.99;521.00;0.00;489205474#1_0;5.10;0.00;tripinfo_521;4981.00;521;0;1588.76;1.11;0.00;4888.63;DEFAULT_VEHTYPE;;24;4697.00
5528.00;488439371#2_0;47.31;12.81;716.00;0.00;1268087981#2_0;5.10;0.00;tripinfo_716;4812.00;716;0;1794.66;0.99;0.00;4691.22;DEFAULT_VEHTYPE;;21;4488.00
5669.00;374433106#0_0;0.20;0.00;854.00;0.00;717045285#0_0;5.10;0.00;tripinfo_854;4815.00;854;0;1012.02;0.99;0.00;4563.62;DEFAULT_VEHTYPE;teleport;38;4248.00
5693.00;374433102#4_0;123.45;7.77;961.00;0.00;488429009#0_0;5.10;0.00;tripinfo_961;4732.00;961;0;1557.97;1.07;0.00;4273.70;DEFAULT_VEHTYPE;;20;4069.00
5724.00;193847184#3_0;0.20;21.07;978.00;0.00;488232986#1_0;5.10;0.00;tripinfo_978;4746.00;978;0;2221.27;1.00;0.00;4495.74;DEFAULT_VEHTYPE;;21;4270.00
5737.00;488235612#15_0;44.95;13.66;937.00;0.00;488451891#0_0;5.10;0.00;tripinfo_937;4800.00;937;0;1312.61;1.00;0.00;4706.82;DEFAULT_VEHTYPE;;23;4512.00
5773.00;-1247577051_0;112.97;15.80;233.00;0.00;488232998#1_0;5.10;0.00;tripinfo_233;5540.00;233;0;2204.83;1.15;0.00;5343.58;DEFAULT_VEHTYPE;;26;5133.00
5774.00;488453907#4_0;42.12;15.69;141.00;0.00;1132773662_0;0.14;0.00;tripinfo_141;5633.00;141;0;2093.49;1.16;0.00;5534.52;DEFAULT_VEHTYPE;;30;5211.00
5837.00;-1132773660#1_0;30.45;5.85;589.00;0.00;-1211506458#1_0;5.10;0.00;tripinfo_589;5248.00;589;0;1621.95;0.93;0.00;5084.15;DEFAULT_VEHTYPE;;25;4949.00
5868.00;-488451889#3_0;0.20;15.37;952.00;0.00;-488232988#1_0;5.10;0.00;tripinfo_952;4916.00;952;0;1220.87;1.14;0.00;4500.65;DEFAULT_VEHTYPE;;29;4155.00
5898.00;-1268087981#0_0;4.88;5.02;527.00;0.00;488453906#6_0;5.10;0.00;tripinfo_527;5371.00;527;0;1698.83;1.01;0.00;5137.09;DEFAULT_VEHTYPE;;24;4977.00
5953.00;-488432651#0_0;72.73;14.01;337.00;0.00;-488426772#1_0;5.10;0.00;tripinfo_337;5616.00;337;0;1845.62;1.02;0.00;5373.28;DEFAULT_VEHTYPE;;31;5115.00
5978.00;374433101#9_0;30.45;22.24;591.00;0.00;193847185#9_0;5.10;0.00;tripinfo_591;5387.00;591;0;2114.31;1.06;0.00;5279.91;DEFAULT_VEHTYPE;;19;5119.00
5979.00;488453904#2_0;20.14;12.22;769.00;0.00;1267075002_0;5.10;0.00;tripinfo_769;5210.00;769;0;1494.26;0.96;0.00;5118.02;DEFAULT_VEHTYPE;;23;4845.00
5991.00;1211507701#1_0;24.90;12.06;911.00;0.00;-489205467_0;5.10;0.00;tripinfo_911;5080.00;911;0;1364.88;0.93;0.00;4973.59;DEFAULT_VEHTYPE;;24;4778.00
6042.00;374433101#4_0;84.76;17.96;351.00;0.00;488429011_0;5.10;0.00;tripinfo_351;5691.00;351;0;2514.73;0.82;0.00;5331.18;DEFAULT_VEHTYPE;;28;5033.00
6043.00;1195562864#1_0;0.29;12.40;523.00;0.00;1211507700_0;5.10;0.00;tripinfo_523;5520.00;523;0;1181.29;0.98;0.00;5430.05;DEFAULT_VEHTYPE;;23;5280.00
