tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
49.00;-488452627#2_0;0.20;6.46;12.00;0.00;489221514#0_0;5.10;0.00;tripinfo_12;37.00;12;0;463.03;1.05;0.00;11.22;DEFAULT_VEHTYPE;;0;0.00
81.00;374433111#6_0;21.17;10.08;14.00;0.00;488440847_0;5.10;0.00;tripinfo_14;67.00;14;0;382.00;0.99;0.00;38.70;DEFAULT_VEHTYPE;;1;20.00
85.00;379359177#2_0;138.37;20.04;27.00;0.00;488232982#1_0;5.10;0.00;tripinfo_27;58.00;27;0;815.10;0.95;0.00;20.59;DEFAULT_VEHTYPE;;0;0.00
95.00;-488440840#3_0;20.43;11.53;23.00;0.00;-374433106#1_0;0.20;0.00;tripinfo_23;72.00;23;0;571.09;0.89;0.00;38.13;DEFAULT_VEHTYPE;;1;22.00
95.00;488232997#1_0;31.77;12.70;33.00;2.00;1330843193#5_0;5.10;0.00;tripinfo_31;62.00;31;0;584.41;1.15;0.00;32.40;DEFAULT_VEHTYPE;;1;4.00
96.00;-488432659#0_0;24.72;12.29;1.00;0.00;-488432669#1_0;5.10;0.00;tripinfo_1;95.00;1;0;196.77;0.94;0.00;78.99;DEFAULT_VEHTYPE;;2;64.00
98.00;1245516597_0;30.40;10.26;5.00;0.00;-488429013#2_0;0.20;0.00;tripinfo_5;93.00;5;0;996.83;0.83;0.00;28.72;DEFAULT_VEHTYPE;;1;6.00
102.00;-488439373#1_0;38.93;13.40;34.00;0.00;-488440845#3_0;5.10;0.00;tripinfo_34;68.00;34;0;404.60;0.99;0.00;35.25;DEFAULT_VEHTYPE;;1;16.00
106.00;-488238449#0_0;113.22;12.27;56.00;0.00;1195571202#1_0;5.10;0.00;tripinfo_56;50.00;56;0;419.77;0.90;0.00;15.49;DEFAULT_VEHTYPE;;0;0.00
112.00;-488451885#5_0;48.01;12.29;36.00;0.00;488451885#1_0;0.20;0.00;tripinfo_36;76.00;36;0;219.22;0.97;0.00;57.81;DEFAULT_VEHTYPE;;1;46.00
124.00;-1106761240#1_0;65.78;11.53;9.00;0.00;488439367#0_0;5.10;0.00;tripinfo_9;115.00;9;0;631.45;0.86;0.00;60.28;DEFAULT_VEHTYPE;;1;44.00
129.00;1195562864#2_0;61.70;14.90;38.00;0.00;488453907#2_0;0.20;0.00;tripinfo_38;91.00;38;0;572.59;1.10;0.00;57.31;DEFAULT_VEHTYPE;;2;38.00
130.00;488429008#1_0;69.21;15.56;28.00;0.00;-488232998#1_0;5.10;0.00;tripinfo_28;102.00;28;0;1414.59;1.13;0.00;34.30;DEFAULT_VEHTYPE;;0;0.00
135.00;-1195548637_0;44.04;14.40;0.00;0.00;431659327#1_0;5.10;0.00;tripinfo_0;135.00;0;0;846.30;1.06;0.00;76.54;DEFAULT_VEHTYPE;;1;53.00
142.00;1132773660#0_0;97.76;13.91;94.00;0.00;-488235612#2_0;5.10;0.00;tripinfo_94;48.00;94;0;643.61;1.09;0.00;15.50;DEFAULT_VEHTYPE;;0;0.00
149.00;193847185#4_0;152.14;20.79;17.00;0.00;-488453907#4_0;5.10;0.00;tripinfo_17;132.00;17;0;1030.86;0.94;0.00;66.12;DEFAULT_VEHTYPE;;2;33.00
151.00;-374433111#1_0;61.82;23.03;3.00;0.00;488451889#1_0;5.10;0.00;tripinfo_3;148.00;3;0;1399.52;1.08;0.00;74.80;DEFAULT_VEHTYPE;;1;51.00
152.00;-488232987#6_0;0.20;2.47;151.00;0.00;-488232987#6_0;0.20;0.00;tripinfo_151;1.00;151;0;0.00;1.00;0.00;0.82;DEFAULT_VEHTYPE;;0;0.00
153.00;1330843193#5_0;87.43;21.61;51.00;0.00;488232987#4_0;5.10;0.00;tripinfo_51;102.00;51;0;300.84;1.17;0.00;86.75;DEFAULT_VEHTYPE;;2;61.00
164.00;374433108#1_0;1.99;8.92;78.00;0.00;-488451884_0;5.10;0.00;tripinfo_78;86.00;78;0;1026.97;1.01;0.00;32.76;DEFAULT_VEHTYPE;;1;1.00
165.00;-374433111#5_0;0.20;19.63;142.00;0.00;488440845#4_0;5.10;0.00;tripinfo_142;23.00;142;0;186.62;0.94;0.00;8.69;DEFAULT_VEHTYPE;;0;0.00
169.00;488432660#13_0;3.43;3.98;32.00;0.00;488440845#0_0;5.10;0.00;tripinfo_32;137.00;32;0;2148.58;1.01;0.00;32.57;DEFAULT_VEHTYPE;;0;0.00
179.00;431659327#0_0;44.85;13.54;118.00;0.00;374433101#8_0;5.10;0.00;tripinfo_118;61.00;118;0;937.71;0.99;0.00;17.03;DEFAULT_VEHTYPE;;0;0.00
180.00;193847184#4_0;54.21;18.23;7.00;0.00;488232982#3_0;5.10;0.00;tripinfo_7;173.00;7;0;2564.20;0.89;0.00;40.74;DEFAULT_VEHTYPE;;0;0.00
181.00;488451881#0_0;108.55;11.80;97.00;0.00;-716996248_0;5.10;0.00;tripinfo_97;84.00;97;0;266.93;0.91;0.00;60.63;DEFAULT_VEHTYPE;;1;52.00
186.00;-1195565779#1_0;33.99;14.00;4.00;0.00;-489221515#0_0;5.10;0.00;tripinfo_4;182.00;4;0;849.66;1.03;0.00;123.20;DEFAULT_VEHTYPE;;3;87.00
187.00;488229186#7_0;39.79;14.26;45.00;0.00;-374433111#4_0;5.10;0.00;tripinfo_45;142.00;45;0;1280.27;1.09;0.00;92.34;DEFAULT_VEHTYPE;;1;54.00
189.00;374433108#10_0;2831.16;24.84;8.00;0.00;-488429014#0_0;5.10;0.00;tripinfo_8;181.00;8;0;3885.72;0.94;0.00;22.34;DEFAULT_VEHTYPE;;0;0.00
191.00;-489205463#1_0;19.11;8.74;24.00;0.00;379359178#3_0;5.10;0.00;tripinfo_24;167.00;24;0;1431.87;0.83;0.00;69.22;DEFAULT_VEHTYPE;;2;33.00
191.00;488429008#2_0;22.48;14.20;73.00;0.00;1247582300#2_0;5.10;0.00;tripinfo_73;118.00;73;0;1019.46;1.06;0.00;63.41;DEFAULT_VEHTYPE;;1;38.00
193.00;488451880#7_0;0.41;4.96;49.00;0.00;489222064_0;5.10;0.00;tripinfo_49;144.00;49;0;1384.47;0.85;0.00;51.44;DEFAULT_VEHTYPE;;2;22.00
194.00;488429008#2_0;22.48;11.73;15.00;0.00;488439366#0_0;5.10;0.00;tripinfo_15;179.00;15;0;629.46;0.93;0.00;128.83;DEFAULT_VEHTYPE;;4;95.00
195.00;488451885#5_0;48.01;13.84;57.00;0.00;488453906#9_0;5.10;0.00;tripinfo_57;138.00;57;0;501.23;1.14;0.00;104.38;DEFAULT_VEHTYPE;;3;76.00
196.00;-489222059#0_0;76.66;15.86;37.00;0.00;488232983#5_0;1.34;0.00;tripinfo_37;159.00;37;0;2472.84;1.18;0.00;57.84;DEFAULT_VEHTYPE;;0;0.00
197.00;488238462_0;83.71;10.84;50.00;0.00;-1114849907#2_0;5.10;0.00;tripinfo_50;147.00;50;0;1130.60;0.85;0.00;73.15;DEFAULT_VEHTYPE;;1;45.00
200.00;-488432669#1_0;55.76;11.69;39.00;0.00;-488432662_0;5.10;0.00;tripinfo_39;161.00;39;0;479.21;0.90;0.00;118.76;DEFAULT_VEHTYPE;;3;97.00
200.00;488451880#4_0;107.86;12.66;166.00;0.00;488451881#1_0;0.20;0.00;tripinfo_166;34.00;166;0;334.53;1.00;0.00;7.79;DEFAULT_VEHTYPE;;0;0.00
206.00;-488429011_0;74.82;13.49;87.00;0.00;488439366#0_0;5.10;0.00;tripinfo_87;119.00;87;0;708.33;1.04;0.00;67.12;DEFAULT_VEHTYPE;;2;26.00
210.00;-1195567119_0;75.09;15.64;33.00;0.00;-488429019#3_0;5.10;0.00;tripinfo_33;177.00;33;0;706.60;1.17;0.00;132.24;DEFAULT_VEHTYPE;;3;99.00
210.00;758628413#0_0;40.89;13.13;106.00;0.00;489221514#1_0;5.10;0.00;tripinfo_106;104.00;106;0;1658.25;1.01;0.00;21.45;DEFAULT_VEHTYPE;;0;0.00
211.00;-488232999#1_0;146.95;12.34;59.00;0.00;374433108#0_0;5.10;0.00;tripinfo_59;152.00;59;0;2710.98;0.97;0.00;33.34;DEFAULT_VEHTYPE;;1;4.00
212.00;489205467_0;36.38;12.86;63.00;0.00;-1132773660#0_0;5.10;0.00;tripinfo_63;149.00;63;0;1414.95;0.99;0.00;59.19;DEFAULT_VEHTYPE;;2;19.00
215.00;488238458#0_0;32.36;13.17;107.00;0.00;1330843193#3_0;5.10;0.00;tripinfo_107;108.00;107;0;872.92;1.03;0.00;60.25;DEFAULT_VEHTYPE;;1;34.00
221.00;488432651#2_0;75.09;13.97;68.00;0.00;-1226433842#0_0;5.10;0.00;tripinfo_68;153.00;68;0;1906.18;1.04;0.00;57.44;DEFAULT_VEHTYPE;;2;14.00
221.00;-488451880#7_0;0.41;3.20;168.00;0.00;-757228687#2_0;5.10;0.00;tripinfo_168;53.00;168;0;175.00;0.98;0.00;36.52;DEFAULT_VEHTYPE;;2;21.00
223.00;501076685#1_0;30.53;11.69;16.00;0.00;1247577051_0;5.10;0.00;tripinfo_16;207.00;16;0;1059.40;0.88;0.00;128.15;DEFAULT_VEHTYPE;;4;94.00
223.00;-488451888#0_0;36.38;13.62;62.00;0.00;-1092888927#0_0;5.10;0.00;tripinfo_62;161.00;62;0;1504.11;1.02;0.00;71.20;DEFAULT_VEHTYPE;;2;42.00
223.00;488445471#0_0;71.11;18.59;188.00;0.00;-488440845#1_0;5.10;0.00;tripinfo_188;35.00;188;0;234.19;0.97;0.00;19.68;DEFAULT_VEHTYPE;;1;6.00
224.00;489218279#1_0;44.18;11.70;66.00;0.00;488451885#3_0;0.20;0.00;tripinfo_66;158.00;66;0;1099.69;0.91;0.00;71.27;DEFAULT_VEHTYPE;;3;44.00
228.00;-1114849907#0_0;79.41;18.84;133.00;0.00;488232983#3_0;5.10;0.00;tripinfo_133;95.00;133;0;313.22;1.04;0.00;78.46;DEFAULT_VEHTYPE;;2;53.00
228.00;-488232985#7_0;130.68;6.45;136.00;0.00;-488232985#5_0;5.10;0.00;tripinfo_136;92.00;136;0;448.29;1.12;0.00;60.65;DEFAULT_VEHTYPE;;3;37.00
229.00;374433102#5_0;0.26;20.72;109.00;0.00;489222062#1_0;5.10;0.00;tripinfo_109;120.00;109;0;821.12;0.96;0.00;68.20;DEFAULT_VEHTYPE;;2;40.00
231.00;488451883_0;35.91;11.56;171.00;0.00;-488451880#0_0;5.10;0.00;tripinfo_171;60.00;171;0;270.75;0.90;0.00;35.19;DEFAULT_VEHTYPE;;3;15.00
232.00;-488432650#0_0;45.10;11.50;25.00;0.00;-488453906#4_0;5.10;0.00;tripinfo_25;207.00;25;0;941.61;0.87;0.00;132.49;DEFAULT_VEHTYPE;;5;88.00
236.00;193847185#2_0;174.03;22.04;70.00;0.00;1114849907#0_0;5.10;0.00;tripinfo_70;166.00;70;0;2402.35;1.02;0.00;54.88;DEFAULT_VEHTYPE;;1;6.00
236.00;374433106#0_0;0.20;6.91;119.00;0.00;-489221514#1_0;5.10;0.00;tripinfo_119;117.00;119;0;987.27;1.07;0.00;69.73;DEFAULT_VEHTYPE;;1;41.00
239.00;-488432651#1_0;51.78;12.08;72.00;0.00;-489221515#1_0;5.10;0.00;tripinfo_72;167.00;72;0;441.25;0.94;0.00;131.10;DEFAULT_VEHTYPE;;4;105.00
245.00;-488439373#0_0;13.44;11.68;164.00;0.00;488439367#1_0;0.61;0.00;tripinfo_164;81.00;164;0;237.34;1.05;0.00;63.10;DEFAULT_VEHTYPE;;2;49.00
252.00;374433102#3_0;83.65;6.74;19.00;0.00;488451879#3_0;5.10;0.00;tripinfo_19;233.00;19;0;768.66;1.16;0.00;191.13;DEFAULT_VEHTYPE;;4;142.00
252.00;-1226433842#0_0;77.03;12.53;102.00;0.00;-489205469_0;5.10;0.00;tripinfo_102;150.00;102;0;1270.81;0.97;0.00;69.47;DEFAULT_VEHTYPE;;1;38.00
273.00;-488233001#1_0;0.20;7.59;11.00;0.00;-488451885#1_0;0.20;0.00;tripinfo_11;262.00;11;0;1729.57;1.03;0.00;171.21;DEFAULT_VEHTYPE;;5;112.00
275.00;489205468#1_0;16.62;11.71;162.00;0.00;-488451880#5_0;5.10;0.00;tripinfo_162;113.00;162;0;426.23;0.99;0.00;80.16;DEFAULT_VEHTYPE;;2;60.00
276.00;488451879#3_0;38.03;15.23;112.00;0.00;1210212971_0;5.10;0.00;tripinfo_112;164.00;112;0;1224.25;1.10;0.00;100.52;DEFAULT_VEHTYPE;;3;56.00
277.00;488451888#1_0;45.20;11.10;160.00;0.00;488439367#1_0;0.61;0.00;tripinfo_160;117.00;160;0;701.69;0.88;0.00;67.01;DEFAULT_VEHTYPE;;1;44.00
278.00;-757228687#0_0;63.17;14.36;105.00;0.00;-757103003#0_0;5.10;0.00;tripinfo_105;173.00;105;0;1497.70;1.07;0.00;89.56;DEFAULT_VEHTYPE;;2;43.00
279.00;1195562864#2_0;61.70;14.76;125.00;0.00;-1245440210_0;5.10;0.00;tripinfo_125;154.00;125;0;507.24;1.15;0.00;120.22;DEFAULT_VEHTYPE;;3;102.00
279.00;488451887#2_0;6.00;13.12;129.00;0.00;488451885#6_0;5.10;0.00;tripinfo_129;150.00;129;0;531.65;1.01;0.00;110.08;DEFAULT_VEHTYPE;;3;86.00
280.00;-488439370#1_0;53.53;14.19;40.00;0.00;193847184#0_0;5.10;0.00;tripinfo_40;240.00;40;0;3809.67;1.03;0.00;65.35;DEFAULT_VEHTYPE;;3;18.00
280.00;1105575583#0_0;50.64;14.87;53.00;0.00;-374433111#6_0;5.10;0.00;tripinfo_53;227.00;53;0;955.69;1.10;0.00;168.52;DEFAULT_VEHTYPE;;4;124.00
284.00;193847185#6_0;1.90;21.45;137.00;0.00;-374433111#11_0;5.10;0.00;tripinfo_137;147.00;137;0;2156.64;1.02;0.00;45.53;DEFAULT_VEHTYPE;;0;0.00
285.00;-488429019#0_0;0.20;13.91;6.00;0.00;-1195548637_0;5.10;0.00;tripinfo_6;279.00;6;0;1660.67;1.05;0.00;186.50;DEFAULT_VEHTYPE;;5;132.00
285.00;-488439371#0_0;33.66;11.67;55.00;0.00;488451885#0_0;5.10;0.00;tripinfo_55;230.00;55;0;617.65;1.00;0.00;180.50;DEFAULT_VEHTYPE;;6;131.00
285.00;-488439387_0;173.26;14.76;228.00;0.00;374433111#9_0;5.10;0.00;tripinfo_228;57.00;228;0;650.55;1.09;0.00;20.59;DEFAULT_VEHTYPE;;0;0.00
287.00;379359178#2_0;0.20;21.52;194.00;0.00;488453904#0_0;5.10;0.00;tripinfo_194;93.00;194;0;828.90;1.00;0.00;51.17;DEFAULT_VEHTYPE;;2;27.00
290.00;757103003#1_0;0.20;4.73;132.00;0.00;374433108#4_0;5.08;0.00;tripinfo_132;158.00;132;0;1209.93;0.96;0.00;94.68;DEFAULT_VEHTYPE;;3;52.00
293.00;488235612#1_0;0.20;3.39;10.00;0.00;488432669#2_0;5.10;0.00;tripinfo_10;283.00;10;0;1127.34;1.09;0.00;207.42;DEFAULT_VEHTYPE;;5;161.00
293.00;-488451880#0_0;23.29;9.86;134.00;0.00;488439369#1_0;5.10;0.00;tripinfo_134;159.00;134;0;489.23;1.23;0.00;133.65;DEFAULT_VEHTYPE;;4;91.00
295.00;488432648#0_0;6.09;8.06;124.00;0.00;-488440845#4_0;5.10;0.00;tripinfo_124;171.00;124;0;1257.54;1.06;0.00;107.90;DEFAULT_VEHTYPE;;3;59.00
297.00;374433101#6_0;30.77;12.06;85.00;0.00;489205463#1_0;5.10;0.00;tripinfo_85;212.00;85;0;731.23;0.98;0.00;161.47;DEFAULT_VEHTYPE;;4;118.00
298.00;-488440840#2_0;50.47;15.06;143.00;0.00;-489221516_0;5.10;0.00;tripinfo_143;155.00;143;0;1719.02;1.13;0.00;73.86;DEFAULT_VEHTYPE;;3;22.00
298.00;-488452627#0_0;59.59;15.33;203.00;0.00;379359177#6_0;5.10;0.00;tripinfo_203;95.00;203;0;701.13;1.11;0.00;62.10;DEFAULT_VEHTYPE;;2;35.00
298.00;1330843195#2_0;252.83;27.84;258.00;0.00;-1132773660#0_0;5.10;0.00;tripinfo_258;40.00;258;0;474.81;1.01;0.00;13.48;DEFAULT_VEHTYPE;;0;0.00
300.00;488232989#4_0;38.80;13.09;2.00;0.00;488238462_0;5.10;0.00;tripinfo_2;298.00;2;0;1244.86;1.01;0.00;218.82;DEFAULT_VEHTYPE;;6;168.00
300.00;488233001#3_0;43.56;11.51;237.00;0.00;374433100#8_0;1.75;0.00;tripinfo_237;63.00;237;0;722.67;0.88;0.00;14.04;DEFAULT_VEHTYPE;;0;0.00
301.00;488451889#1_0;120.34;13.29;148.00;0.00;-1245516596#0_0;5.10;0.00;tripinfo_148;153.00;148;0;1011.93;0.97;0.00;83.71;DEFAULT_VEHTYPE;;2;56.00
301.00;1195571202#1_0;174.08;14.64;198.00;0.00;488232983#4_0;1.52;0.00;tripinfo_198;103.00;198;0;811.98;1.06;0.00;58.38;DEFAULT_VEHTYPE;;1;40.00
307.00;193847184#5_0;123.34;22.47;149.00;0.00;488453904#1_0;5.10;0.00;tripinfo_149;158.00;149;0;1191.77;1.04;0.00;99.28;DEFAULT_VEHTYPE;;4;64.00
308.00;-488440845#1_0;39.79;13.80;229.00;0.00;-1245516889_0;5.10;0.00;tripinfo_229;79.00;229;0;514.90;0.99;0.00;44.29;DEFAULT_VEHTYPE;;1;22.00
312.00;1210212970_0;17.62;12.30;89.00;0.00;-489221516_0;5.10;0.00;tripinfo_89;223.00;89;0;517.16;1.02;0.00;184.17;DEFAULT_VEHTYPE;;4;143.00
315.00;-488229186#0_0;79.66;11.14;91.00;0.00;717045286#2_0;5.10;0.00;tripinfo_91;224.00;91;0;922.89;0.89;0.00;147.22;DEFAULT_VEHTYPE;;4;122.00
315.00;488432648#2_0;73.30;12.69;240.00;0.00;-488451887#2_0;5.10;0.00;tripinfo_240;75.00;240;0;626.72;0.95;0.00;30.43;DEFAULT_VEHTYPE;;1;7.00
317.00;-489222059#1_0;46.34;11.01;271.00;0.00;489221514#2_0;5.10;0.00;tripinfo_271;46.00;271;0;378.36;0.87;0.00;12.09;DEFAULT_VEHTYPE;;0;0.00
318.00;-488432660#0_0;129.20;5.60;77.00;0.00;-488229186#4_0;0.20;0.00;tripinfo_77;241.00;77;0;2018.82;0.98;0.00;137.17;DEFAULT_VEHTYPE;;4;76.00
318.00;-1195565779#0_0;33.47;4.79;245.00;0.00;-489248414_0;5.10;0.00;tripinfo_245;73.00;245;0;580.84;1.01;0.00;37.47;DEFAULT_VEHTYPE;;1;19.00
319.00;1092888929_0;130.80;13.13;88.00;0.00;-1268087983#1_0;5.10;0.00;tripinfo_88;231.00;88;0;1022.66;1.01;0.00;153.78;DEFAULT_VEHTYPE;;4;118.00
320.00;-488440842#0_0;20.68;12.10;172.00;0.00;489222059#1_0;5.10;0.00;tripinfo_172;148.00;172;0;2055.22;0.89;0.00;32.31;DEFAULT_VEHTYPE;;0;0.00
320.00;-488439369#1_0;29.52;12.31;225.00;0.00;1106761240#2_0;5.10;0.00;tripinfo_225;95.00;225;0;251.66;0.97;0.00;75.77;DEFAULT_VEHTYPE;;1;61.00
321.00;489205463#0_0;142.54;14.29;99.00;0.00;489222062#1_0;5.10;0.00;tripinfo_99;222.00;99;0;1272.82;1.10;0.00;139.05;DEFAULT_VEHTYPE;;4;93.00
322.00;488440842#5_0;53.64;12.27;64.00;0.00;488451885#4_0;5.10;0.00;tripinfo_64;258.00;64;0;801.10;0.94;0.00;196.17;DEFAULT_VEHTYPE;;5;148.00
324.00;-488432660#11_0;18.44;12.73;169.00;0.00;488432661_0;5.10;0.00;tripinfo_169;155.00;169;0;810.35;0.94;0.00;94.50;DEFAULT_VEHTYPE;;2;73.00
334.00;-488453906#0_0;0.20;8.22;92.00;0.00;-489205470#1_0;5.10;0.00;tripinfo_92;242.00;92;0;779.49;0.83;0.00;170.98;DEFAULT_VEHTYPE;;5;139.00
341.00;374433101#1_0;3.65;6.91;250.00;0.00;-489205463#0_0;5.10;0.00;tripinfo_250;91.00;250;0;1266.11;0.93;0.00;14.25;DEFAULT_VEHTYPE;;0;0.00
348.00;-374433111#1_0;61.82;19.18;289.00;0.00;488439384_0;5.10;0.00;tripinfo_289;59.00;289;0;207.42;1.19;0.00;46.63;DEFAULT_VEHTYPE;;1;36.00
365.00;488232984#0_0;338.45;27.47;52.00;0.00;-488432664#0_0;5.10;0.00;tripinfo_52;313.00;52;0;2250.31;1.02;0.00;193.63;DEFAULT_VEHTYPE;;3;142.00
367.00;374433102#9_0;1.61;7.76;150.00;0.00;488440840#1_0;5.10;0.00;tripinfo_150;217.00;150;0;1828.10;0.96;0.00;124.85;DEFAULT_VEHTYPE;;3;81.00
368.00;488439373#1_0;38.88;14.24;167.00;0.00;-488429015_0;5.10;0.00;tripinfo_167;201.00;167;0;1225.18;1.03;0.00;133.49;DEFAULT_VEHTYPE;;3;97.00
371.00;-488432650#1_0;39.71;13.69;154.00;0.00;488452625#0_0;5.10;0.00;tripinfo_154;217.00;154;0;674.44;1.06;0.00;169.79;DEFAULT_VEHTYPE;;5;118.00
371.00;488453907#3_0;89.83;13.60;236.00;0.00;-489221514#2_0;5.10;0.00;tripinfo_236;135.00;236;0;748.78;1.04;0.00;87.57;DEFAULT_VEHTYPE;;2;60.00
372.00;-488432656_0;53.70;14.19;79.00;0.00;-488430332_0;5.10;0.00;tripinfo_79;293.00;79;0;1743.49;1.09;0.00;194.04;DEFAULT_VEHTYPE;;6;136.00
372.00;-757228687#2_0;55.77;11.48;215.00;1.00;-374433111#10_0;5.10;0.00;tripinfo_214;157.00;214;0;784.19;0.83;0.00;98.67;DEFAULT_VEHTYPE;;2;70.00
372.00;-1195565779#0_0;33.47;11.99;292.00;0.00;-488453907#5_0;0.20;0.00;tripinfo_292;80.00;292;0;444.98;1.09;0.00;49.35;DEFAULT_VEHTYPE;;2;32.00
374.00;-489205476#5_0;126.62;12.25;47.00;0.00;-1211507698_0;5.10;0.00;tripinfo_47;327.00;47;0;2084.58;0.90;0.00;188.04;DEFAULT_VEHTYPE;;3;147.00
374.00;488238449#0_0;113.12;14.69;121.00;0.00;-488238462_0;5.10;0.00;tripinfo_121;253.00;121;0;978.73;1.10;0.00;195.46;DEFAULT_VEHTYPE;;5;146.00
377.00;488453907#4_0;42.12;13.43;81.00;0.00;-488429019#3_0;5.10;0.00;tripinfo_81;296.00;81;0;1518.12;1.00;0.00;196.24;DEFAULT_VEHTYPE;;6;140.00
377.00;488451888#0_0;36.38;12.56;295.00;0.00;-488451885#1_0;0.20;0.00;tripinfo_295;82.00;295;0;289.10;0.96;0.00;58.87;DEFAULT_VEHTYPE;;2;49.00
377.00;-757228687#2_0;55.77;12.87;308.00;3.00;1245799229_0;4.63;0.00;tripinfo_305;69.00;305;0;697.76;0.96;0.00;27.36;DEFAULT_VEHTYPE;;1;6.00
378.00;-488432655#1_0;26.69;15.08;267.00;3.00;193847184#3_0;0.20;0.00;tripinfo_264;111.00;264;0;568.37;1.13;0.00;77.78;DEFAULT_VEHTYPE;;3;53.00
380.00;-1211507703_0;28.67;11.09;65.00;0.00;-488440842#0_0;5.10;0.00;tripinfo_65;315.00;65;0;1762.53;0.88;0.00;198.33;DEFAULT_VEHTYPE;;5;151.00
380.00;-1267075002_0;16.34;8.58;82.00;0.00;488451879#0_0;5.10;0.00;tripinfo_82;298.00;82;0;1155.25;1.02;0.00;223.73;DEFAULT_VEHTYPE;;6;163.00
381.00;431659327#1_0;36.11;10.09;157.00;0.00;-489205476#0_0;5.10;0.00;tripinfo_157;224.00;157;0;1253.89;1.08;0.00;144.64;DEFAULT_VEHTYPE;;4;97.00
382.00;390960646_0;1462.87;11.79;18.00;0.00;488439383#0_0;5.10;0.00;tripinfo_18;364.00;18;0;4420.38;0.94;0.00;90.31;DEFAULT_VEHTYPE;;2;45.00
384.00;-488432655#3_0;40.60;14.95;42.00;0.00;-489205468#1_0;5.10;0.00;tripinfo_42;342.00;42;0;1475.32;1.09;0.00;245.76;DEFAULT_VEHTYPE;;7;181.00
384.00;1247569013#2_0;108.93;22.48;43.00;0.00;758628413#0_0;5.10;0.00;tripinfo_43;341.00;43;0;1646.97;1.04;0.00;227.51;DEFAULT_VEHTYPE;;5;165.00
385.00;488430334_0;31.89;11.20;204.00;0.00;488439369#2_0;0.20;0.00;tripinfo_204;181.00;204;0;2027.91;1.07;0.00;74.27;DEFAULT_VEHTYPE;;1;44.00
386.00;488232989#0_0;55.09;13.82;90.00;0.00;488235612#7_0;5.10;0.00;tripinfo_90;296.00;90;0;2062.72;1.02;0.00;180.07;DEFAULT_VEHTYPE;;4;120.00
386.00;1247569013#4_0;241.58;23.93;180.00;0.00;374433106#2_0;5.10;0.00;tripinfo_180;206.00;180;0;1705.25;1.10;0.00;123.14;DEFAULT_VEHTYPE;;3;69.00
388.00;374433102#0_0;154.83;18.17;321.00;0.00;488451882_0;5.10;0.00;tripinfo_321;67.00;321;0;609.18;0.87;0.00;18.29;DEFAULT_VEHTYPE;;1;1.00
391.00;374433111#2_0;0.20;2.74;275.00;0.00;488440850_0;5.10;0.00;tripinfo_275;116.00;275;0;455.90;0.97;0.00;89.56;DEFAULT_VEHTYPE;;2;69.00
395.00;1268087981#4_0;202.42;11.64;48.00;0.00;757228687#3_0;5.10;0.00;tripinfo_48;347.00;48;0;1669.69;0.88;0.00;210.55;DEFAULT_VEHTYPE;;4;171.00
396.00;488429016_0;47.52;14.03;224.00;0.00;488451892_0;5.10;0.00;tripinfo_224;172.00;224;0;761.09;1.02;0.00;114.33;DEFAULT_VEHTYPE;;3;84.00
399.00;-489222059#0_0;76.66;13.54;122.00;0.00;-488432651#0_0;5.10;0.00;tripinfo_122;277.00;122;0;1081.94;1.03;0.00;202.96;DEFAULT_VEHTYPE;;4;163.00
400.00;374433102#2_0;99.70;22.53;181.00;0.00;-488455854_0;5.10;0.00;tripinfo_181;219.00;181;0;1680.26;1.03;0.00;105.56;DEFAULT_VEHTYPE;;2;68.00
403.00;379359177#3_0;45.69;14.08;335.00;0.00;374433111#2_0;0.20;0.00;tripinfo_335;68.00;335;0;590.36;0.89;0.00;22.81;DEFAULT_VEHTYPE;;1;5.00
406.00;374433102#6_0;64.43;18.63;197.00;0.00;-489222059#1_0;5.10;0.00;tripinfo_197;209.00;197;0;930.68;0.87;0.00;146.46;DEFAULT_VEHTYPE;;3;116.00
412.00;1268087983#1_0;44.76;14.31;61.00;0.00;488432656_0;5.10;0.00;tripinfo_61;351.00;61;0;1109.57;1.12;0.00;275.10;DEFAULT_VEHTYPE;;6;225.00
412.00;488440842#5_0;53.64;12.81;256.00;0.00;488429013#2_0;0.20;0.00;tripinfo_256;156.00;256;0;931.95;0.96;0.00;97.40;DEFAULT_VEHTYPE;;3;64.00
413.00;488439386#1_0;60.58;13.69;280.00;0.00;488440850_0;5.10;0.00;tripinfo_280;133.00;280;0;671.45;0.99;0.00;90.50;DEFAULT_VEHTYPE;;2;64.00
415.00;-488439366#0_0;73.79;12.20;93.00;0.00;488451879#3_0;5.10;0.00;tripinfo_93;322.00;93;0;904.07;0.92;0.00;249.23;DEFAULT_VEHTYPE;;5;200.00
415.00;-716996248_0;134.25;12.32;190.00;0.00;-488440842#2_0;5.10;0.00;tripinfo_190;225.00;190;0;678.09;0.90;0.00;170.04;DEFAULT_VEHTYPE;;4;135.00
